UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
The Enchanted Objects: Ohia,@TheeFerringer,2022-02-23T23:49:48.000Z,"The Enchanted Objects: Ohia
@TheeFerringer
·
2022年2月24日",I can't stop thinking about paintings of Ideal Cities,🧱,7,17,175,[],https://twitter.com/TheeFerringer/status/1496633423515066371
db,@metallidan,2022-02-23T23:42:09.000Z,"db
@metallidan
·
2022年2月24日",This photo pops up from time to time on the socials and I can’t get enough of it. #btv City Hall Park 1988.,,13,6,72,[],https://twitter.com/metallidan/status/1496631494470684673
T.I.F.F.A.N.Y,@tiffanyjenkins_,2022-02-23T23:35:32.000Z,"T.I.F.F.A.N.Y
@tiffanyjenkins_
·
2022年2月24日","#1 Team in #OHPA! Let’s Goooooo!!! 
@AjDekken
 @Yassersek
 @HeatherThrock
 and the Springfield team! I am excited to see this team CRUSH #Signature! They are #UnstOHPAble #WINasONE #LifeAtATT Life as a #SignatureSTAR",💫,1,4,21,[],https://twitter.com/tiffanyjenkins_/status/1496629831441825792
JPM77,@JmraptureR,2022-02-24T23:50:14.000Z,"JPM77
@JmraptureR
·
2022年2月25日",I trust God.,,9,18,147,[],https://twitter.com/JmraptureR/status/1496995919430144005
rugdog,@Rugdog,2022-02-24T23:48:17.000Z,"rugdog
@Rugdog
·
2022年2月25日",Not feelin too inspired but here's some doodles i did just now,,1,9,32,[],https://twitter.com/Rugdog/status/1496995426733797377
Sean Devine,@DevineSean,2022-02-24T23:38:39.000Z,"Sean Devine
@DevineSean
·
2022年2月25日","I dare a single Canadian to complain about their lack of freedom for being offered a life-saving vaccine at no cost, when 40 million Ukrainians are under the deadly weight of tyranny.",,"2,376","4,194",2.3万,[],https://twitter.com/DevineSean/status/1496993001591222273
Landon Ellis ❶❶,@Land0nEllis,2022-02-24T22:41:56.000Z,"Landon Ellis ❶❶
@Land0nEllis
·
2022年2月25日","After a great call with 
@CoachKolt
, I am blessed to receive my FIRST offer from GEORGETOWN UNIVERSITY!!! 
@CoachThames21
 @CoachMatteo_WFS
 @LancasterCoach
 @VAspartans7v7
 @StrotherCornell",,13,59,175,[],https://twitter.com/Land0nEllis/status/1496978728651476993
Cranjis McBasketball,@OrdoAbChao32MM,2022-02-24T22:56:59.000Z,"Cranjis McBasketball
@OrdoAbChao32MM
·
2022年2月25日",Just got an epic call from my alma mater. I’ll be getting recognized alongside Herb Magee. Pretty wild stuff…,,13,1,80,[],https://twitter.com/OrdoAbChao32MM/status/1496982518955925505
just jovonnie.,@JovonnieC,2022-02-25T23:37:41.000Z,"just jovonnie.
@JovonnieC
·
2022年2月26日",lil breakout but i made it through the week ,,38,67,"1,657",[],https://twitter.com/JovonnieC/status/1497355146396844035
Robert Reason,@RobReason_,2022-02-25T23:34:06.000Z,"Robert Reason
@RobReason_
·
2022年2月26日","My first time ordering a plant online and it came in great condition. I’m impressed! Think I may order more eventhough I don’t need more 

#BWHPlantCo #AlocasiaBlackVelvet #planttwitter #houseplants #plantdad",🪴 😩,15,12,320,[],https://twitter.com/RobReason_/status/1497354244332179465
Benji,@benj___i,2022-02-25T23:58:52.000Z,"Benji
@benj___i
·
2022年2月26日",My gym crush wore a company t shirt so I found him on LinkedIn,,25,17,"1,053",[],https://twitter.com/benj___i/status/1497360481127997458
elle alder,@analogmotoring,2022-02-25T22:22:04.000Z,"elle alder
@analogmotoring
·
2022年2月26日","Show me a better C-pillar. 

I'll wait.",,67,7,204,[],https://twitter.com/analogmotoring/status/1497336117775020041
로이 Roy,@roy6234roy,2022-02-25T21:34:17.000Z,"로이 Roy
@roy6234roy
·
2022年2月26日","0224 Mina

Made this on the flight, I just gonna put it here  I believe I am not the only one who loves to see Sharon swirling like this right? Make me think of SADAITZU covering Beyoncé’s Dance for you during Twicelight 

#TWICE_4TH_WORLD_TOUR #TWICE #MINA #미나",🤫 😳,1,240,895,['https://pbs.twimg.com/ext_tw_video_thumb/1497324017363079168/pu/img/w-tNP1uLg_XAgVrf.jpg'],https://twitter.com/roy6234roy/status/1497324093162491905
Doug Flutie,@DougFlutie,2022-02-26T23:16:56.000Z,"Doug Flutie
@DougFlutie
·
2022年2月27日",Had to go with the classic beef on weck only because I’m in Bills country ,🦬,169,254,"7,438",[],https://twitter.com/DougFlutie/status/1497712313352310786
T*M*M*0802,@TMM0802,2022-02-26T22:40:17.000Z,"T*M*M*0802
@TMM0802
·
2022年2月27日",I love you!  always,❤ 🕊 💋,41,11,162,[],https://twitter.com/TMM0802/status/1497703090010603526
CherryBroken Dreams/Thee Redheaded Mama Claymore,@JustTtlyCherry,2022-02-26T21:27:05.000Z,"CherryBroken Dreams/Thee Redheaded Mama Claymore
@JustTtlyCherry
·
2022年2月27日",I just adore him!!  https://t.co/7yGDfxDzwx,🍒 💙 ⚔,3,2,25,[],https://twitter.com/JustTtlyCherry/status/1497684667742445583
Adam Parshall,@parshally_there,2022-02-26T22:00:20.000Z,"Adam Parshall
@parshally_there
·
2022年2月27日",I’m sorry I can’t be him,,3,15,71,[],https://twitter.com/parshally_there/status/1497693035412525059
chedva the girl femboy,@aBagorn,2022-02-26T23:33:12.000Z,"chedva the girl femboy
@aBagorn
·
2022年2月27日","get you an enby that's both

(it me, i'm both)",,1,2,13,[],https://twitter.com/aBagorn/status/1497716407185952777
TITUS,@TitusNation,2022-02-27T23:22:38.000Z,"TITUS
@TitusNation
·
2022年2月28日",I like these guys.,,59,550,"2,238",['https://pbs.twimg.com/ext_tw_video_thumb/1497986556296110080/pu/img/pW2Jaqvr-uTAFkc_.jpg'],https://twitter.com/TitusNation/status/1498076136906977282
𝓚𝓮𝓵𝓵𝔂,@peruvianpeppr,2022-02-27T22:45:36.000Z,"𝓚𝓮𝓵𝓵𝔂
@peruvianpeppr
·
2022年2月28日",I wanna go on a date,,10,37,101,[],https://twitter.com/peruvianpeppr/status/1498066818811842561
Paul Finn,@rescueDogWalker,2022-02-27T23:10:05.000Z,"Paul Finn
@rescueDogWalker
·
2022年2月28日","Drool and crazy eyes, I need to level up my photography game.  #shelterSunday",,3,19,27,[],https://twitter.com/rescueDogWalker/status/1498072978604519424
carolynstearns,@carolynstearns,2022-02-27T22:23:32.000Z,"carolynstearns
@carolynstearns
·
2022年2月28日",So exciting to hold the first  copy of my book! I cant wait for launch day!!,,14,10,69,[],https://twitter.com/carolynstearns/status/1498061262818881538
DetroitDAD,@dddale,2022-02-27T23:24:07.000Z,"DetroitDAD
@dddale
·
2022年2月28日","If Putin is so smart, I'm looking at you Trumple-thin- skin; why did he underestimate the Ukrainian people so much??? Doesn't seem too smart",,2,2,21,[],https://twitter.com/dddale/status/1498076508585406466
Autumn Imhoff,@autumnimhoff,2022-02-28T22:37:19.000Z,"Autumn Imhoff
@autumnimhoff
·
2022年3月1日","I am proud to announce that I have accepted a position with Ohio State Football in their video department! I’m so blessed to have this opportunity to work with the football players, coaches and staff. I’m very excited to start!",,91,44,"1,897",[],https://twitter.com/autumnimhoff/status/1498427119612960768
JCPDesigns,@JCPxDESIGNS,2022-02-28T23:11:06.000Z,"JCPDesigns
@JCPxDESIGNS
·
2022年3月1日",I think y'all already know my pick...,⭐ 👺 🐀,,3,21,[],https://twitter.com/JCPxDESIGNS/status/1498435623098667016
Jeff Zehr,@Zehrpie,2022-02-28T23:26:15.000Z,"Jeff Zehr
@Zehrpie
·
2022年3月1日","Well a another shoutout to my frens 
@HockeyPixel
 for my 
@NHLBruins
 @NHLBruinsAlumni
 #54 Zehr NFT!
Great job, I love it",,,5,12,[],https://twitter.com/Zehrpie/status/1498439433317662726
put up or shut up,@sofiealltimelow,2022-02-28T21:50:08.000Z,"put up or shut up
@sofiealltimelow
·
2022年3月1日",I MET MAX JOSEPH,,1,1,81,[],https://twitter.com/sofiealltimelow/status/1498415245060186115
FourWands Wildlife,@FourwandsW,2022-02-28T23:25:46.000Z,"FourWands Wildlife
@FourwandsW
·
2022年3月1日",I found Johnny in a different open pre-release cage this afternoon.  He's pops up somewhere around me almost daily.,,12,23,167,[],https://twitter.com/FourwandsW/status/1498439311674548227
#TeamShea,@SizeFourBabe,2022-03-01T22:19:41.000Z,"#TeamShea
@SizeFourBabe
·
2022年3月2日","jujubee: the queen I’ve chosen to go home is… janey jacke 
rupaul:",😭 😭 😭,2,19,449,['https://pbs.twimg.com/ext_tw_video_thumb/1498785044936208384/pu/img/1kAIdE4sbOC4UUQ9.jpg'],https://twitter.com/SizeFourBabe/status/1498785068449468423
Émilia Decaudin is Taxing the Rich,@EmiliaDecaudin,2022-03-01T23:10:36.000Z,"Émilia Decaudin is Taxing the Rich
@EmiliaDecaudin
·
2022年3月2日","Saw this socialist in my cafe, should I say anything?",🌹,8,3,204,[],https://twitter.com/EmiliaDecaudin/status/1498797882316660737
nesha,@itznesha1,2022-03-01T22:55:50.000Z,"nesha
@itznesha1
·
2022年3月2日",my biggest flex is that im everything I say I am #ncat #ncat24,,,1,190,[],https://twitter.com/itznesha1/status/1498794167601934336
Doug Rush,@TheDougRush,2022-03-01T22:51:09.000Z,"Doug Rush
@TheDougRush
·
2022年3月2日","I love 
@SHAQ
 ",😂 😂 😂 😂,3,3,24,[],https://twitter.com/TheDougRush/status/1498792988041957380
Casey Flores,@caseyjflores,2022-03-01T23:22:13.000Z,"Casey Flores
@caseyjflores
·
2022年3月2日",At a Balkan restaurant to try Serbian food for the first time. Found out a few years ago I’m Serbian via my sperm donor. So far so good ,,30,43,"1,413",[],https://twitter.com/caseyjflores/status/1498800809114542089
silly billy,@badboybmar,2022-03-02T23:57:13.000Z,"silly billy
@badboybmar
·
2022年3月3日","Bless me father, I am about to sin",,27,29,"1,184",[],https://twitter.com/badboybmar/status/1499172005307949059
kev,@kevs__pr,2022-03-02T23:17:31.000Z,"kev
@kevs__pr
·
2022年3月3日",I can be the one ,,,5,43,[],https://twitter.com/kevs__pr/status/1499162013062283274
T.Fuller1,@T_Fuller1,2022-03-02T21:04:42.000Z,"T.Fuller1
@T_Fuller1
·
2022年3月3日",After Bills game i was so mad i threw my sweet potato out my window. Its still there ,🤣 🤣,20,13,285,[],https://twitter.com/T_Fuller1/status/1499128586971852811
"Ashley Cunningham, MSc",@ANeurogirl,2022-03-02T22:59:08.000Z,"Ashley Cunningham, MSc
@ANeurogirl
·
2022年3月3日","I successfully passed my candidacy exam yesterday!

Say hello to the newest Mount Sinai Neuroscience PhD Candidate ",🧠 🤓 🧠,26,12,381,[],https://twitter.com/ANeurogirl/status/1499157385084035073
"Active, Creative, Eccentric",@BojackOfficial,2022-03-02T23:23:43.000Z,"Active, Creative, Eccentric
@BojackOfficial
·
2022年3月3日","I'm actually 4'9 and have been height catfishing everyone, she's for sure taller than me

:@fisticuffsphoto

#HootandHoller",📸,2,5,63,[],https://twitter.com/BojackOfficial/status/1499163572173217794
Gio,@b_i_ngio,2022-03-03T20:34:12.000Z,"Gio
@b_i_ngio
·
2022年3月4日","Lets bring this Home!
Army Of The Dead #ArmyOfTheDead by Zack Snyder is my #OscarsFanFavorite     #Sweepstakes",,4,129,583,[],https://twitter.com/b_i_ngio/status/1499483299445678082
Fenix Ammunition,@FenixAmmunition,2022-03-03T23:09:07.000Z,"Fenix Ammunition
@FenixAmmunition
·
2022年3月4日","Nobody:

Absolutely nobody:

Not a single person on Earth:

Me: I should get another Glock",,93,38,937,[],https://twitter.com/FenixAmmunition/status/1499522287611138049
Eastside Princegod,@nezthaprincegod,2022-03-03T21:46:55.000Z,"Eastside Princegod
@nezthaprincegod
·
2022年3月4日","Baby I’m a Star 

#MisFitLife",💎,1,5,20,[],https://twitter.com/nezthaprincegod/status/1499501601106665472
Gio,@b_i_ngio,2022-03-03T21:49:57.000Z,"Gio
@b_i_ngio
·
2022年3月4日","Me and the Boys voted.
@B_Dub3
 @ReturnOfTheKool
 @Signs2323
 
…
Army Of The Dead #ArmyOfTheDead by Zack Snyder is our #OscarsFanFavorite      #Sweepstakes",,2,10,27,[],https://twitter.com/b_i_ngio/status/1499502362838376449
Sharece Crawford,@crawfordatlarge,2022-03-03T22:09:49.000Z,"Sharece Crawford
@crawfordatlarge
·
2022年3月4日","With a heavy heart I honor Mother Mary Cuthbert who is now and ancestor. She is #DCHistory, American History and Women’s History. Without our elders we would never gain the strength we need to continue lifting heavy loads. Thank you for preparing us for life. Rest peacefully",🕊,7,5,50,[],https://twitter.com/crawfordatlarge/status/1499507364633919493
tilina,@tilina16180,2022-03-04T21:42:30.000Z,"tilina
@tilina16180
·
2022年3月5日",I GOT INTO CARNEGIE MELLON ??!!,,26,9,461,[],https://twitter.com/tilina16180/status/1499862878333067266
Hand of Fate Photography,@HoF_photo,2022-03-04T23:08:42.000Z,"Hand of Fate Photography
@HoF_photo
·
2022年3月5日","I took this the other day on the snowstorm. It's my new favorite! 

What's your new FAVORITE photo? #favoritefriday",,29,29,174,[],https://twitter.com/HoF_photo/status/1499884570635874306
rugdog,@Rugdog,2022-03-04T23:21:39.000Z,"rugdog
@Rugdog
·
2022年3月5日",Sonic heroes is trending and I just want to say I love Omega,,3,27,172,[],https://twitter.com/Rugdog/status/1499887829232631808
RevolucionEmelecista,@REmelecista,2022-03-04T23:05:31.000Z,"RevolucionEmelecista
@REmelecista
·
2022年3月5日",I'm on my way to see you Bombillo of my life /,😏,,4,56,[],https://twitter.com/REmelecista/status/1499883766558330880
Meech,@ItsYaBoiMeech_,2022-03-04T21:11:23.000Z,"Meech
@ItsYaBoiMeech_
·
2022年3月5日",These little niggas were a THREAT I tell you ,🫡 👹 💀 😂,1,13,34,[],https://twitter.com/ItsYaBoiMeech_/status/1499855045650694153
GUAP,@guapdad4000,2022-03-05T20:56:23.000Z,"GUAP
@guapdad4000
·
2022年3月6日",West Oakland nigga but i be w ’s,🐐,10,127,"1,807",[],https://twitter.com/guapdad4000/status/1500213660341391367
Justin Johnson,@Johnson51Justin,2022-03-05T23:44:30.000Z,"Justin Johnson
@Johnson51Justin
·
2022年3月6日",I’m happy to announce that I will be continuing my athletic and academic career at the College of William & Mary! #GoTribe ,🟢 🟡,3,10,102,['https://pbs.twimg.com/ext_tw_video_thumb/1500255934647525383/pu/img/rLBCKS8Dzu_5JgPB.jpg'],https://twitter.com/Johnson51Justin/status/1500255965475651584
Mr. Hilary Banks,@thatssomuhleek,2022-03-05T23:38:59.000Z,"Mr. Hilary Banks
@thatssomuhleek
·
2022年3月6日",MOOD: Me whenever I top Trade.,,2,6,21,[],https://twitter.com/thatssomuhleek/status/1500254577240821763
"Rev. Dr. Marvin Tiller, Jr.",@DrTiller1914,2022-03-05T21:08:50.000Z,"Rev. Dr. Marvin Tiller, Jr.
@DrTiller1914
·
2022年3月6日","I’m sorry, what???",,7,11,20,['https://pbs.twimg.com/ext_tw_video_thumb/965315045478592512/pu/img/OuZ4LoEjxoEBZtX4.jpg'],https://twitter.com/DrTiller1914/status/1500216791565766657
Tara Campbell,@TaraCampbellCom,2022-03-05T22:41:19.000Z,"Tara Campbell
@TaraCampbellCom
·
2022年3月6日","Pardon me, Garçon, I'll have some water, please 

#Maxinegram",,3,,57,[],https://twitter.com/TaraCampbellCom/status/1500240064361766918
Ollie the Collie,@OllietheC0llie,2022-03-06T23:16:08.000Z,"Ollie the Collie
@OllietheC0llie
·
2022年3月7日","Can I have some pleeeeeeease? 
#dogsoftwitter",,90,178,"3,459",[],https://twitter.com/OllietheC0llie/status/1500611216032608271
"WinstonThatcherDomino, Walnut, Jasper",@WinstonThatche4,2022-03-06T22:15:15.000Z,"WinstonThatcherDomino, Walnut, Jasper
@WinstonThatche4
·
2022年3月7日",I'm going to try to lay an egg today,🐐 🌈 🌈 🐐 😁,26,36,555,[],https://twitter.com/WinstonThatche4/status/1500595894067945472
Paul Finn,@rescueDogWalker,2022-03-06T23:49:37.000Z,"Paul Finn
@rescueDogWalker
·
2022年3月7日","Walked a lot of dogs tonight and got a lot of pics, but this one captures the beauty of what I am blessed to do as a volunteer ",❤,9,92,283,[],https://twitter.com/rescueDogWalker/status/1500619640036372486
Dickson Hermouth,@FreckleFaceFvck,2022-03-06T23:50:29.000Z,"Dickson Hermouth
@FreckleFaceFvck
·
2022年3月7日","Charlotte, North Carolina. I love my city ",💕,13,25,83,[],https://twitter.com/FreckleFaceFvck/status/1500619859406856200
Mo,@MakhiMommyy,2022-03-06T23:36:18.000Z,"Mo
@MakhiMommyy
·
2022年3月7日",Im happy to say i dont have no hate in my heart for no one & im not beefing with a soul ,💋 💯,,415,497,[],https://twitter.com/MakhiMommyy/status/1500616291345915914
Jackson’s Shots,@JacksonsShots,2022-03-07T23:03:27.000Z,"Jackson’s Shots
@JacksonsShots
·
2022年3月8日",Let’s get positive… here’s a small preview of some of the sets I have coming up from my Miami trip ,😍,4,39,311,[],https://twitter.com/JacksonsShots/status/1500970409742774278
Giuseppe,@theJoeMichaell,2022-03-07T21:32:43.000Z,"Giuseppe
@theJoeMichaell
·
2022年3月8日",“I DIDN’T ASK FO—“  https://twitter.com/gagamonster96/status/1500866249605230595…,,,28,225,[],https://twitter.com/theJoeMichaell/status/1500947576086044683
House (he/him),@aho,2022-03-07T22:07:00.000Z,"House (he/him)
@aho
·
2022年3月8日","Oh, I do miss him ",💓,30,4,426,[],https://twitter.com/aho/status/1500956205203742729
Danny Hynes,@HynesView,2022-03-07T22:20:32.000Z,"Danny Hynes
@HynesView
·
2022年3月8日",I can’t wait.,,,12,105,[],https://twitter.com/HynesView/status/1500959609510637569
natalia 𓆩♡𓆪,@canihiturblunt,2022-03-07T21:57:28.000Z,"natalia 𓆩♡𓆪
@canihiturblunt
·
2022年3月8日",happy as a clam whenever I’m with you ,🖤,3,2,48,[],https://twitter.com/canihiturblunt/status/1500953805436948480
Julian M. Rowe-Cohen,@julianrowecohen,2022-03-07T23:40:18.000Z,"Julian M. Rowe-Cohen
@julianrowecohen
·
2022年3月8日","I am deeply grateful to 
@TexasFootball
 for the last 4 years and so proud to be a Texas Ex. 

I am extremely humbled and incredibly excited to announce that I am joining 
@UNCFootball
 as the Assistant Director of Player Personnel for Offense!

#GoHeels #GDTBATH",,38,42,466,[],https://twitter.com/julianrowecohen/status/1500979684024139787
chloe,@chloenichelle_,2022-03-08T22:50:37.000Z,"chloe
@chloenichelle_
·
2022年3月9日",happy spring? i think?? ,🐛 🌳 🪲 🌱,,5,55,[],https://twitter.com/chloenichelle_/status/1501329570569633799
rugdog,@Rugdog,2022-03-08T22:53:46.000Z,"rugdog
@Rugdog
·
2022年3月9日",I watched most of these lol,,,9,20,[],https://twitter.com/Rugdog/status/1501330363934822402
Book Nerd,@SamanthaKolber,2022-03-08T23:48:31.000Z,"Book Nerd
@SamanthaKolber
·
2022年3月9日",I want to go to the house of every family with a new baby and hold the baby the mom sleeps and then feed her soup and homemade bread what’s wrong with me.,,47,11,291,[],https://twitter.com/SamanthaKolber/status/1501344139962724356
Indy ਸਿੰਘ Sahota,@indysahota,2022-03-08T23:56:02.000Z,"Indy ਸਿੰਘ Sahota
@indysahota
·
2022年3月9日",There are critically ill immunocompromised patients with COVID in the ICU I work at. They're fully vaccinated. They did everything they could to stay safe. Wearing a mask is the bare minimum we can do to try and keep our fellow human beings alive and well. It's not fucking hard.,,2,621,"2,891",[],https://twitter.com/indysahota/status/1501346031853834240
Cindy (Cj) Smith - Ride All The Things!,@ThisCrazyTrain,2022-03-08T23:29:48.000Z,"Cindy (Cj) Smith - Ride All The Things!
@ThisCrazyTrain
·
2022年3月9日","Needed to eat my emotions so I made this French toast casserole. I call this ""anxiété cuite"".",🚴 🚗 🚍 🚃,11,2,66,[],https://twitter.com/ThisCrazyTrain/status/1501339431164284938
Ceazey (Card Life),@ceazey,2022-03-08T22:14:26.000Z,"Ceazey (Card Life)
@ceazey
·
2022年3月9日","Okay 
@Topps
. I see you. 4th Foil  Mookie Betts x 
@alexpardee
 baby 
@CardPurchaser",,,2,11,[],https://twitter.com/ceazey/status/1501320464320253955
Craig Fruchtman,@CraigsBeds,2022-03-09T22:23:07.000Z,"Craig Fruchtman
@CraigsBeds
·
2022年3月10日","They say I just click a button…. 
.
Not a drone shot… Photo taken handheld with purpose… GM
.
#photography",,14,12,142,[],https://twitter.com/CraigsBeds/status/1501685036122533889
Wish You Were Beer Show,@wywbeershow,2022-03-09T23:22:55.000Z,"Wish You Were Beer Show
@wywbeershow
·
2022年3月10日",Beer fridge is coming along nicely! I showed you mine now show me yours! #CraftBeer,,10,3,36,[],https://twitter.com/wywbeershow/status/1501700084718878727
Matty Rock,@mattyrock2k,2022-03-09T23:57:06.000Z,"Matty Rock
@mattyrock2k
·
2022年3月10日",Much love peeps. Time to knock down some all you can eat sushi. I didn’t choose the husky life. The husky life chose me. #love #happy #sushi #sashimi #huskyaquaman #ruizing #tmnt,,13,6,127,[],https://twitter.com/mattyrock2k/status/1501708689438572547
Hodd,@hojoismyname,2022-03-09T23:37:02.000Z,"Hodd
@hojoismyname
·
2022年3月10日",We better start brushing up on our bartering skills. I think we're going to need them.,,3,8,26,[],https://twitter.com/hojoismyname/status/1501703638405861383
Z,@DougZywiol,2022-03-09T23:58:53.000Z,"Z
@DougZywiol
·
2022年3月10日",I didn’t know what a “groutfit”was until this week. Here’s the Social Studies squad showing out for spirit week again!,,2,3,18,[],https://twitter.com/DougZywiol/status/1501709136882450436
Laura Martínez,@miblogestublog,2022-03-10T23:15:49.000Z,"Laura Martínez
@miblogestublog
·
2022年3月11日",When they ask me what I think of Taco Bell,,19,65,508,[],https://twitter.com/miblogestublog/status/1502060689501925378
"WinstonThatcherDomino, Walnut, Jasper",@WinstonThatche4,2022-03-10T22:32:02.000Z,"WinstonThatcherDomino, Walnut, Jasper
@WinstonThatche4
·
2022年3月11日","Excuse me, I need someone to start bouncing on this with me please",🐐 🌈 🌈 🐐,24,52,643,[],https://twitter.com/WinstonThatche4/status/1502049670050328598
Jonathan,@PhilaLakerDCC,2022-03-10T22:20:47.000Z,"Jonathan
@PhilaLakerDCC
·
2022年3月11日","I am on the “Wentz Wagon” who is with me? #TakeCommand 
@cj_wentz",,250,116,"1,448",[],https://twitter.com/PhilaLakerDCC/status/1502046838857285638
Sam Glass,@ChefSamGlass,2022-03-10T22:54:07.000Z,"Sam Glass
@ChefSamGlass
·
2022年3月11日",Sometimes I make #gravlax #chefscuringathome,,1,2,10,['https://pbs.twimg.com/ext_tw_video_thumb/1502055120284135445/pu/img/51u2Odtt37mtYiTx.jpg'],https://twitter.com/ChefSamGlass/status/1502055224617357313
Rory Wheeler,@rorywheeler_,2022-03-10T22:04:20.000Z,"Rory Wheeler
@rorywheeler_
·
2022年3月11日",little kid dream just accomplished; I was just accepted to law school ,😭 😭 🪶,69,24,"1,091",[],https://twitter.com/rorywheeler_/status/1502042698982862852
spencer (top 0.1% of spencers),@hoddsuspenders,2022-03-11T21:35:09.000Z,"spencer (top 0.1% of spencers)
@hoddsuspenders
·
2022年3月12日",I want to be this tan again ,🥺,22,83,"3,282",[],https://twitter.com/hoddsuspenders/status/1502397741065977863
Aliciadawnnnnn,@aliciadawnnnnn,2022-03-11T23:28:57.000Z,"Aliciadawnnnnn
@aliciadawnnnnn
·
2022年3月12日",They wanted to team up.. I’m just sayin!,,4,6,45,[],https://twitter.com/aliciadawnnnnn/status/1502426381145284613
Isabella Riley Moody,@isabellarileyus,2022-03-11T23:10:24.000Z,"Isabella Riley Moody
@isabellarileyus
·
2022年3月12日",You think I’m orange now? Just wait until it’s full-blown summer time baby ,😍 🧡 ☀ 🌞,72,19,850,[],https://twitter.com/isabellarileyus/status/1502421711836397574
JW Barbecue and Wings (Competition BBQ Team),@PitmasterJW,2022-03-11T22:21:38.000Z,"JW Barbecue and Wings (Competition BBQ Team)
@PitmasterJW
·
2022年3月12日",Outside working on some of my Dry Rubbed Buffalo Wings on my baby Kamado. I gave the large one off today.,,14,34,286,[],https://twitter.com/PitmasterJW/status/1502409439642542080
Mufausa,@MufausaThe3rd,2022-03-11T22:59:19.000Z,"Mufausa
@MufausaThe3rd
·
2022年3月12日","That was the loudest ""FUCK"" that I've heard inside of a public washroom.",,10,11,118,[],https://twitter.com/MufausaThe3rd/status/1502418922150236165
Camille Johnson,@OffbeatLook,2022-03-14T21:45:36.000Z,"Camille Johnson
@OffbeatLook
·
2022年3月15日",HAPPY PI DAY!! Here’s a pic of me when I was a mathlete from ultimate pi day,,4,9,218,[],https://twitter.com/OffbeatLook/status/1503487534801821697
Santina,@SantinaLula,2022-03-14T23:10:16.000Z,"Santina
@SantinaLula
·
2022年3月15日","I uNderStaNd GiRls gEt ThEiR pErIOds, bUt I DoNt nEeD to seE iT In a dIsNeY fiLm (1946)",,10,21,239,[],https://twitter.com/SantinaLula/status/1503508841203478532
alias,@livin4ma,2022-03-14T22:48:25.000Z,"alias
@livin4ma
·
2022年3月15日","It's funny, ain't that somethin' that they said I wouldn't be nothin' ",✨ 🦅,2,6,105,[],https://twitter.com/livin4ma/status/1503503342605066240
Costco Hotdog,@gayspud,2022-03-14T23:41:13.000Z,"Costco Hotdog
@gayspud
·
2022年3月15日",I HAVE A DEVIATED SEPTUM,,8,5,301,[],https://twitter.com/gayspud/status/1503516631103909890
Gabe Acosta,@G5Gabe,2022-03-14T23:18:00.000Z,"Gabe Acosta
@G5Gabe
·
2022年3月15日",I met my girlfriend here #BestBarOutRInn,,1,2,17,[],https://twitter.com/G5Gabe/status/1503510788539133952
George Conway,@gtconway3d,2022-03-16T23:49:36.000Z,"George Conway
@gtconway3d
·
2022年3月17日","I'll take Narcissistic Sociopaths for $500, please",🌻,144,"1,229","5,921",[],https://twitter.com/gtconway3d/status/1504243514925846532
James Jay Carafano,@JJCarafano,2022-03-16T22:10:35.000Z,"James Jay Carafano
@JJCarafano
·
2022年3月17日",I don’t,,487,267,"1,215",['https://pbs.twimg.com/ext_tw_video_thumb/1504175949323063305/pu/img/rWfulbd4NW9BRPYf.jpg'],https://twitter.com/JJCarafano/status/1504218597366931463
tøm,@tombenkelman,2022-03-16T23:35:05.000Z,"tøm
@tombenkelman
·
2022年3月17日","i’m buying a 
@VonMiller
 jersey the second they’re available. 
#BillsMafia",,11,10,280,[],https://twitter.com/tombenkelman/status/1504239861590630404
Sean Duffy,@ProfDuff,2022-03-16T23:55:51.000Z,"Sean Duffy
@ProfDuff
·
2022年3月17日",I filmed this Jay today! Look at him steal that peanut.,,3,2,49,['https://pbs.twimg.com/ext_tw_video_thumb/1504244995225706498/pu/img/Eq4203gRns8iaTE_.jpg'],https://twitter.com/ProfDuff/status/1504245087928307714
Joe in Vermont,@BigfootJoeItis,2022-03-16T22:45:41.000Z,"Joe in Vermont
@BigfootJoeItis
·
2022年3月17日",Gas has dropped 20 cents this week at the Mobile station down the road from me.  Do I thank President Biden since he’s “responsible” for gas prices?,,3,6,26,[],https://twitter.com/BigfootJoeItis/status/1504227431288299527
Trill Clinton IG:AStatesman,@aStatesman,2022-03-17T23:34:34.000Z,"Trill Clinton IG:AStatesman
@aStatesman
·
2022年3月18日",I’m not always turning up. I also work. ,😉,64,187,"3,657",[],https://twitter.com/aStatesman/status/1504602121294995456
HYPRFVKR,@HYPRFVKR,2022-03-17T23:20:59.000Z,"HYPRFVKR
@HYPRFVKR
·
2022年3月18日",Yo why I kinda look like PaRappa the Rapper,⚡ ⚡,6,1,26,[],https://twitter.com/HYPRFVKR/status/1504598701704101890
Dion Cini,@dioncini,2022-03-17T22:33:22.000Z,"Dion Cini
@dioncini
·
2022年3月18日",I do. Do you?,💪 🤠 👌,2,11,65,[],https://twitter.com/dioncini/status/1504586719135424513
Tamia J,@IAMTAMIAJ,2022-03-17T21:30:19.000Z,"Tamia J
@IAMTAMIAJ
·
2022年3月18日",Something about you and I ,🔪 ❤,5,12,272,[],https://twitter.com/IAMTAMIAJ/status/1504570853748584451
